image_stem,project,split,reading_gt,cluster_id,reading_group_id,relative_path,fixed_at
src_003_20260818_110000,meter_src003,test,0257739,src_003_C000,src_003_C000,raw/images/src_003_20260818_110000.jpg,2026-09-14
src_003_20260818_111000,meter_src003,test,0257743,src_003_C000,src_003_C000,raw/images/src_003_20260818_111000.jpg,2026-09-14
src_003_20260818_112000,meter_src003,test,0257748,src_003_C000,src_003_C000,raw/images/src_003_20260818_112000.jpg,2026-09-14
src_003_20260818_115000,meter_src003,test,0257762,src_003_C000,src_003_C000,raw/images/src_003_20260818_115000.jpg,2026-09-14
src_003_20260818_115100,meter_src003,val,0257763,src_003_C001,src_003_C001,raw/images/src_003_20260818_115100.jpg,2026-09-14
src_003_20260818_115200,meter_src003,val,0257763,src_003_C001,src_003_C001,raw/images/src_003_20260818_115200.jpg,2026-09-14
src_003_20260818_115400,meter_src003,val,0257764,src_003_C001,src_003_C001,raw/images/src_003_20260818_115400.jpg,2026-09-14
src_003_20260818_115600,meter_src003,test,0257765,src_003_C002,src_003_C002,raw/images/src_003_20260818_115600.jpg,2026-09-14
src_003_20260818_120000,meter_src003,test,0257766,src_003_C002,src_003_C002,raw/images/src_003_20260818_120000.jpg,2026-09-14
src_003_20260818_120200,meter_src003,test,0257768,src_003_C002,src_003_C002,raw/images/src_003_20260818_120200.jpg,2026-09-14
src_003_20260818_120400,meter_src003,test,0257769,src_003_C002,src_003_C002,raw/images/src_003_20260818_120400.jpg,2026-09-14
src_003_20260818_120600,meter_src003,test,0257769,src_003_C003,src_003_C002,raw/images/src_003_20260818_120600.jpg,2026-09-14
src_003_20260818_120800,meter_src003,test,0257770,src_003_C003,src_003_C002,raw/images/src_003_20260818_120800.jpg,2026-09-14
src_003_20260818_121000,meter_src003,train,0257771,src_003_C004,src_003_C004,raw/images/src_003_20260818_121000.jpg,2026-09-14
src_003_20260818_121800,meter_src003,train,0257775,src_003_C004,src_003_C004,raw/images/src_003_20260818_121800.jpg,2026-09-14
src_003_20260818_122000,meter_src003,val,0257776,src_003_C005,src_003_C005,raw/images/src_003_20260818_122000.jpg,2026-09-14
src_003_20260818_122200,meter_src003,test,0257777,src_003_C006,src_003_C006,raw/images/src_003_20260818_122200.jpg,2026-09-14
src_003_20260818_122400,meter_src003,test,0257778,src_003_C006,src_003_C006,raw/images/src_003_20260818_122400.jpg,2026-09-14
src_003_20260818_122600,meter_src003,test,0257779,src_003_C006,src_003_C006,raw/images/src_003_20260818_122600.jpg,2026-09-14
src_003_20260818_122800,meter_src003,test,0257779,src_003_C007,src_003_C006,raw/images/src_003_20260818_122800.jpg,2026-09-14
src_003_20260818_123000,meter_src003,test,0257780,src_003_C007,src_003_C006,raw/images/src_003_20260818_123000.jpg,2026-09-14
src_003_20260818_123200,meter_src003,test,0257781,src_003_C008,src_003_C008,raw/images/src_003_20260818_123200.jpg,2026-09-14
src_003_20260818_123400,meter_src003,test,0257782,src_003_C008,src_003_C008,raw/images/src_003_20260818_123400.jpg,2026-09-14
src_003_20260818_123600,meter_src003,test,0257783,src_003_C008,src_003_C008,raw/images/src_003_20260818_123600.jpg,2026-09-14
src_003_20260818_123800,meter_src003,test,0257784,src_003_C008,src_003_C008,raw/images/src_003_20260818_123800.jpg,2026-09-14
src_003_20260818_124000,meter_src003,test,0257784,src_003_C008,src_003_C008,raw/images/src_003_20260818_124000.jpg,2026-09-14
src_003_20260818_124200,meter_src003,test,0257785,src_003_C008,src_003_C008,raw/images/src_003_20260818_124200.jpg,2026-09-14
src_003_20260818_124400,meter_src003,test,0257787,src_003_C008,src_003_C008,raw/images/src_003_20260818_124400.jpg,2026-09-14
src_003_20260818_124600,meter_src003,test,0257788,src_003_C008,src_003_C008,raw/images/src_003_20260818_124600.jpg,2026-09-14
src_003_20260818_124800,meter_src003,train,0257789,src_003_C009,src_003_C009,raw/images/src_003_20260818_124800.jpg,2026-09-14
src_003_20260818_125000,meter_src003,train,0257789,src_003_C009,src_003_C009,raw/images/src_003_20260818_125000.jpg,2026-09-14
