image_stem,project,split,reading_gt,cluster_id,reading_group_id,relative_path,fixed_at
src_002_20260818_150200,meter_src002,train,0214950,src_002_C002,src_002_C002,raw/images/src_002_20260818_150200.jpg,2026-09-14
src_002_20260901_151200,meter_src002,train,0215192,src_002_C015,src_002_C015,raw/images/src_002_20260901_151200.jpg,2026-09-14
src_002_20260901_151600,meter_src002,train,0215192,src_002_C016,src_002_C015,raw/images/src_002_20260901_151600.jpg,2026-09-14
src_002_20260901_153200,meter_src002,train,0215192,src_002_C016,src_002_C015,raw/images/src_002_20260901_153200.jpg,2026-09-14
src_002_20260901_154400,meter_src002,train,0215193,src_002_C016,src_002_C015,raw/images/src_002_20260901_154400.jpg,2026-09-14
src_002_20260901_155600,meter_src002,train,0215193,src_002_C016,src_002_C015,raw/images/src_002_20260901_155600.jpg,2026-09-14
src_002_20260901_161200,meter_src002,train,0215193,src_002_C016,src_002_C015,raw/images/src_002_20260901_161200.jpg,2026-09-14
src_002_20260901_161600,meter_src002,train,0215193,src_002_C017,src_002_C015,raw/images/src_002_20260901_161600.jpg,2026-09-14
src_002_20260901_162000,meter_src002,train,0215193,src_002_C017,src_002_C015,raw/images/src_002_20260901_162000.jpg,2026-09-14
src_002_20260901_162400,meter_src002,train,0215193,src_002_C017,src_002_C015,raw/images/src_002_20260901_162400.jpg,2026-09-14
src_002_20260901_162800,meter_src002,train,0215195,src_002_C017,src_002_C015,raw/images/src_002_20260901_162800.jpg,2026-09-14
src_002_20260901_152000,meter_src002,train,0215192,meter_src002_src_002_C016,src_002_C015,raw/images/src_002_20260901_152000.jpg,2026-09-15
src_002_20260901_163200,meter_src002,train,0215197,src_002_C018,src_002_C018,raw/images/src_002_20260901_163200.jpg,2026-09-14
src_002_20260902_150800,meter_src002,train,0215218,src_002_C044,src_002_C044,raw/images/src_002_20260902_150800.jpg,2026-09-14
src_002_20260902_151200,meter_src002,train,0215218,src_002_C045,src_002_C044,raw/images/src_002_20260902_151200.jpg,2026-09-14
src_002_20260902_151600,meter_src002,train,0215218,src_002_C046,src_002_C044,raw/images/src_002_20260902_151600.jpg,2026-09-14
src_002_20260902_152000,meter_src002,train,0215218,src_002_C046,src_002_C044,raw/images/src_002_20260902_152000.jpg,2026-09-14
src_002_20260902_152400,meter_src002,train,0215218,src_002_C046,src_002_C044,raw/images/src_002_20260902_152400.jpg,2026-09-14
src_002_20260902_152800,meter_src002,train,0215218,src_002_C046,src_002_C044,raw/images/src_002_20260902_152800.jpg,2026-09-14
src_002_20260902_153200,meter_src002,train,0215218,src_002_C046,src_002_C044,raw/images/src_002_20260902_153200.jpg,2026-09-14
src_002_20260902_153600,meter_src002,train,0215218,src_002_C047,src_002_C044,raw/images/src_002_20260902_153600.jpg,2026-09-14
src_002_20260902_154000,meter_src002,train,0215218,src_002_C048,src_002_C044,raw/images/src_002_20260902_154000.jpg,2026-09-14
src_002_20260902_154400,meter_src002,train,0215218,src_002_C048,src_002_C044,raw/images/src_002_20260902_154400.jpg,2026-09-14
src_002_20260902_154800,meter_src002,train,0215218,src_002_C049,src_002_C044,raw/images/src_002_20260902_154800.jpg,2026-09-14
src_002_20260902_155200,meter_src002,train,0215218,src_002_C049,src_002_C044,raw/images/src_002_20260902_155200.jpg,2026-09-14
src_002_20260902_155600,meter_src002,train,0215218,src_002_C049,src_002_C044,raw/images/src_002_20260902_155600.jpg,2026-09-14
src_002_20260902_160000,meter_src002,train,0215218,src_002_C050,src_002_C044,raw/images/src_002_20260902_160000.jpg,2026-09-14
src_002_20260902_164800,meter_src002,train,0215218,src_002_C050,src_002_C044,raw/images/src_002_20260902_164800.jpg,2026-09-14
src_002_20260902_173600,meter_src002,train,0215218,src_002_C050,src_002_C044,raw/images/src_002_20260902_173600.jpg,2026-09-14
src_002_20260902_182800,meter_src002,train,0215218,src_002_C050,src_002_C044,raw/images/src_002_20260902_182800.jpg,2026-09-14
src_002_20260902_191600,meter_src002,train,0215218,src_002_C050,src_002_C044,raw/images/src_002_20260902_191600.jpg,2026-09-14
src_002_20260902_192000,meter_src002,train,0215218,src_002_C051,src_002_C044,raw/images/src_002_20260902_192000.jpg,2026-09-14
src_002_20260902_192400,meter_src002,train,0215218,src_002_C051,src_002_C044,raw/images/src_002_20260902_192400.jpg,2026-09-14
src_002_20260902_192800,meter_src002,train,0215218,src_002_C051,src_002_C044,raw/images/src_002_20260902_192800.jpg,2026-09-14
src_002_20260902_193200,meter_src002,train,0215218,src_002_C051,src_002_C044,raw/images/src_002_20260902_193200.jpg,2026-09-14
src_002_20260902_200000,meter_src002,train,0215218,src_002_C052,src_002_C044,raw/images/src_002_20260902_200000.jpg,2026-09-14
src_002_20260902_212400,meter_src002,train,0215218,src_002_C053,src_002_C044,raw/images/src_002_20260902_212400.jpg,2026-09-14
src_002_20260902_212800,meter_src002,train,0215218,src_002_C054,src_002_C044,raw/images/src_002_20260902_212800.jpg,2026-09-14
src_002_20260902_214000,meter_src002,train,0215218,src_002_C054,src_002_C044,raw/images/src_002_20260902_214000.jpg,2026-09-14
src_002_20260902_215200,meter_src002,train,0215218,src_002_C054,src_002_C044,raw/images/src_002_20260902_215200.jpg,2026-09-14
src_002_20260902_220400,meter_src002,train,0215218,src_002_C054,src_002_C044,raw/images/src_002_20260902_220400.jpg,2026-09-14
src_002_20260902_221600,meter_src002,train,0215218,src_002_C054,src_002_C044,raw/images/src_002_20260902_221600.jpg,2026-09-14
src_002_20260902_222000,meter_src002,train,0215218,src_002_C055,src_002_C044,raw/images/src_002_20260902_222000.jpg,2026-09-14
src_002_20260902_222400,meter_src002,train,0215218,src_002_C056,src_002_C044,raw/images/src_002_20260902_222400.jpg,2026-09-14
src_002_20260902_222800,meter_src002,train,0215218,src_002_C056,src_002_C044,raw/images/src_002_20260902_222800.jpg,2026-09-14
src_002_20260902_223200,meter_src002,train,0215218,src_002_C056,src_002_C044,raw/images/src_002_20260902_223200.jpg,2026-09-14
src_002_20260902_223600,meter_src002,train,0215218,src_002_C056,src_002_C044,raw/images/src_002_20260902_223600.jpg,2026-09-14
src_002_20260902_224000,meter_src002,train,0215218,src_002_C057,src_002_C044,raw/images/src_002_20260902_224000.jpg,2026-09-14
src_002_20260902_224400,meter_src002,train,0215218,src_002_C058,src_002_C044,raw/images/src_002_20260902_224400.jpg,2026-09-14
src_002_20260902_224800,meter_src002,train,0215218,src_002_C058,src_002_C044,raw/images/src_002_20260902_224800.jpg,2026-09-14
src_002_20260902_225200,meter_src002,train,0215218,src_002_C058,src_002_C044,raw/images/src_002_20260902_225200.jpg,2026-09-14
src_002_20260902_225600,meter_src002,train,0215218,src_002_C058,src_002_C044,raw/images/src_002_20260902_225600.jpg,2026-09-14
src_002_20260902_230000,meter_src002,train,0215218,src_002_C059,src_002_C044,raw/images/src_002_20260902_230000.jpg,2026-09-14
src_002_20260902_230400,meter_src002,train,0215218,src_002_C060,src_002_C044,raw/images/src_002_20260902_230400.jpg,2026-09-14
src_002_20260902_230800,meter_src002,train,0215218,src_002_C060,src_002_C044,raw/images/src_002_20260902_230800.jpg,2026-09-14
src_002_20260902_231200,meter_src002,train,0215218,src_002_C060,src_002_C044,raw/images/src_002_20260902_231200.jpg,2026-09-14
src_002_20260902_231600,meter_src002,train,0215218,src_002_C060,src_002_C044,raw/images/src_002_20260902_231600.jpg,2026-09-14
src_002_20260902_232000,meter_src002,train,0215218,src_002_C061,src_002_C044,raw/images/src_002_20260902_232000.jpg,2026-09-14
src_002_20260902_232400,meter_src002,train,0215218,src_002_C062,src_002_C044,raw/images/src_002_20260902_232400.jpg,2026-09-14
src_002_20260902_232800,meter_src002,train,0215218,src_002_C063,src_002_C044,raw/images/src_002_20260902_232800.jpg,2026-09-14
src_002_20260902_233200,meter_src002,train,0215218,src_002_C064,src_002_C044,raw/images/src_002_20260902_233200.jpg,2026-09-14
src_002_20260902_233600,meter_src002,train,0215218,src_002_C065,src_002_C044,raw/images/src_002_20260902_233600.jpg,2026-09-14
src_002_20260902_234000,meter_src002,train,0215218,src_002_C065,src_002_C044,raw/images/src_002_20260902_234000.jpg,2026-09-14
src_002_20260902_234400,meter_src002,train,0215218,src_002_C065,src_002_C044,raw/images/src_002_20260902_234400.jpg,2026-09-14
src_002_20260902_234800,meter_src002,train,0215218,src_002_C065,src_002_C044,raw/images/src_002_20260902_234800.jpg,2026-09-14
src_002_20260902_235200,meter_src002,train,0215218,src_002_C065,src_002_C044,raw/images/src_002_20260902_235200.jpg,2026-09-14
src_002_20260903_000000,meter_src002,train,0215218,src_002_C066,src_002_C044,raw/images/src_002_20260903_000000.jpg,2026-09-14
